Uniprot,GO
O14967,GO:0005783;GO:0005789;GO:0005635;GO:0005509;GO:0044183;GO:0051082;GO:0007339;GO:0036503;GO:0006457;GO:0065003;GO:0007338
Q2T9L4,GO:0098982;GO:0014069;GO:0060080;GO:0099084
Q5SYC1,GO:0030136;GO:0031901;GO:0005768;GO:0005802;GO:0032588;GO:1902936;GO:0080025;GO:0007040
Q13255,GO:0030425;GO:0038037;GO:0038038;GO:0098978;GO:0005634;GO:0005886;GO:0098839;GO:0098685;GO:0001640;GO:0098872;GO:0004930;GO:0099530;GO:0008066;GO:0099583;GO:0071257;GO:0007268;GO:0007216;GO:0007186;GO:0098712;GO:0007626;GO:0007206;GO:0007200;GO:0043410;GO:0051930;GO:0051966;GO:0019233;GO:0099538
P05089,GO:0035578;GO:0005737;GO:0005829;GO:0005576;GO:0005615;GO:0005634;GO:0035580;GO:0004053;GO:0030145;GO:0002250;GO:0006527;GO:0019547;GO:0042832;GO:0045087;GO:0046007;GO:0042130;GO:2000552;GO:0060336;GO:0070965;GO:0009624;GO:0000050
Q99719,GO:0032153;GO:0015630;GO:0005886;GO:0031105;GO:0005940;GO:0008021;GO:0005525;GO:0003924;GO:0042802;GO:0060090;GO:0005198;GO:0030534;GO:0061640;GO:0008104;GO:0017157;GO:2000300;GO:0035176;GO:0016080
P42679,GO:0005829;GO:0005886;GO:0005524;GO:0140801;GO:0035401;GO:0004715;GO:0004713;GO:0008284;GO:0006468
Q3SY17,GO:0005743;GO:0005739;GO:0051724;GO:1990549
Q9UMX9,GO:0033162;GO:0016020;GO:0005356;GO:0008506;GO:0048066;GO:0035752;GO:0006583;GO:0015770;GO:0007601
Q9P2N2,GO:0030054;GO:0005737;GO:0005829;GO:0005654;GO:0005096;GO:0051497;GO:0030833;GO:0051056;GO:0007165
P31152,GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0005524;GO:0004705;GO:0004707;GO:0046982;GO:0042803;GO:0019901;GO:0106310;GO:0004674;GO:0035556;GO:0006468
Q8NA58,GO:0005783;GO:0005789;GO:0005634;GO:0000175;GO:0046872;GO:0004535;GO:0003723;GO:0001825;GO:0000184;GO:0000289;GO:0034587;GO:1990431;GO:1990432;GO:0007283
Q8NFP7,GO:0005737;GO:0005829;GO:0005634;GO:0034431;GO:0034432;GO:0008486;GO:0000298;GO:0046872;GO:1901911;GO:1901909;GO:1901907;GO:0071543
Q9NSA1,GO:0005737;GO:0005576;GO:0005615;GO:0005104;GO:0008083;GO:0007267;GO:0071377;GO:0071333;GO:0071404;GO:0071466;GO:0030968;GO:0072577;GO:0008543;GO:2000352;GO:0022008;GO:0008284;GO:0120162;GO:0046326;GO:0070374;GO:1905599;GO:0043410;GO:0090080;GO:0010898;GO:0030334;GO:0010988;GO:0014823;GO:1904640;GO:0031667;GO:0007165
Q9NPZ5,GO:0000139;GO:0015018;GO:0046872;GO:0016051;GO:0005975;GO:0050650;GO:0006486
Q6PIV2,GO:0000785;GO:0005737;GO:0005634;GO:0048471;GO:0001228;GO:0000981;GO:0001227;GO:1990837;GO:0007420;GO:0045944;GO:0006357
P51512,GO:0009986;GO:0031012;GO:0005615;GO:0005796;GO:0005886;GO:0008047;GO:0070006;GO:0004222;GO:0008270;GO:0035988;GO:0030574;GO:0097094;GO:0048701;GO:0001958;GO:0030198;GO:0016485;GO:0006508;GO:0001501
O14791,GO:0072562;GO:0005788;GO:0005576;GO:0005615;GO:0034364;GO:0016020;GO:0034361;GO:0005254;GO:0008289;GO:1902476;GO:0008203;GO:0051838;GO:0045087;GO:0006869;GO:0042157
P47989,GO:0005829;GO:0005615;GO:0005777;GO:0016529;GO:0051537;GO:0071949;GO:0050660;GO:0070674;GO:0070675;GO:0005506;GO:0043546;GO:0042803;GO:0004854;GO:0004855;GO:0006154;GO:0000255;GO:0043605;GO:0006196;GO:0046059;GO:0006157;GO:0006161;GO:0006149;GO:0046055;GO:0046038;GO:0006147;GO:0009114;GO:0006204;GO:0006148;GO:0016226;GO:0007595;GO:0045602;GO:0001937;GO:0010629;GO:0051898;GO:0001933;GO:1900747;GO:2001213;GO:2001056;GO:1900745;GO:2000379;GO:0009115
Q9BZB8,GO:0005737;GO:0005829;GO:0030425;GO:0016020;GO:0043005;GO:0005654;GO:0005634;GO:0000932;GO:0014069;GO:1990904;GO:0045202;GO:0046872;GO:0035925;GO:0003730;GO:0000900;GO:0043022;GO:0008135;GO:0071230;GO:0071456;GO:0032869;GO:0006397;GO:2000766;GO:0031440
Q9NQA5,GO:0016324;GO:0034704;GO:0005886;GO:0005262;GO:0005516;GO:0046872;GO:0055074;GO:0098703;GO:0070588;GO:0006816;GO:0060402;GO:0051289;GO:0035809
O75553,GO:0005737;GO:0005829;GO:0098978;GO:0043231;GO:0048471;GO:0035591;GO:0007628;GO:0048708;GO:0007409;GO:0007259;GO:0021813;GO:0021589;GO:0016358;GO:0051645;GO:0021766;GO:0097477;GO:0021819;GO:0048712;GO:0050771;GO:0007162;GO:0046426;GO:0001764;GO:0045666;GO:0021942;GO:0140650;GO:0038026;GO:0090128;GO:0007264;GO:0021517
Q8NA77,GO:0005737;GO:0005634;GO:0034584;GO:0030154;GO:0008584;GO:0007140;GO:0001890;GO:0007131;GO:0007283;GO:0010526
Q9Y6M5,GO:0016323;GO:0005737;GO:0030659;GO:0030425;GO:0005783;GO:0005789;GO:0099573;GO:0005794;GO:0000139;GO:0016020;GO:0031965;GO:0005886;GO:0098839;GO:0099092;GO:0098685;GO:0030315;GO:0019855;GO:0046872;GO:0005385;GO:0140826;GO:0070574;GO:0070509;GO:0042742;GO:0071585;GO:0010312;GO:0001701;GO:0006874;GO:0006882;GO:0090281;GO:0046929;GO:0071584;GO:0061003;GO:1902897;GO:0140882;GO:0062111;GO:0071577;GO:0006829
P30047,GO:0005737;GO:0005829;GO:0030425;GO:0042470;GO:0031965;GO:0005654;GO:0005634;GO:0044549;GO:0009890;GO:0045428
A8MZG2,
Q9UJ98,GO:0000785;GO:0000775;GO:0005615;GO:0030893;GO:0005730;GO:0005654;GO:0005634;GO:0000795;GO:0003682;GO:0034089;GO:0007062;GO:0007130
O95196,GO:0009986;GO:0005789;GO:0005576;GO:0098982;GO:0098978;GO:0005794;GO:0005796;GO:0000139;GO:0030660;GO:0043202;GO:0016020;GO:0005886;GO:0045211;GO:0045202;GO:0008083;GO:0031103;GO:0048858;GO:0007010;GO:0106091;GO:0046907;GO:0007399;GO:1900026;GO:2000300
O15522,GO:0000785;GO:0005634;GO:0001228;GO:0003700;GO:0000981;GO:0003690;GO:0000978;GO:0043565;GO:1990837;GO:0007409;GO:0030154;GO:0006351;GO:0050673;GO:0001889;GO:0030324;GO:0050680;GO:0045944;GO:0006357;GO:0006366
Q8WXH4,GO:0031466;GO:0005829;GO:0005783;GO:1990756;GO:0030968;GO:0045732;GO:0043161;GO:0070979;GO:0016567
Q08495,GO:0015629;GO:0005884;GO:0031253;GO:0030863;GO:0031410;GO:0005829;GO:0048471;GO:0005886;GO:0031095;GO:0014069;GO:0005790;GO:0014731;GO:0003779;GO:0051015;GO:0005102;GO:0030507;GO:0030036;GO:0051017;GO:0051693;GO:0071320;GO:0007010;GO:0071786;GO:0048821;GO:0030032;GO:0010812;GO:0051895;GO:0033137;GO:0010801;GO:0050732;GO:0090315;GO:1900025;GO:0010763;GO:0090303;GO:0065003;GO:0032956;GO:0008360;GO:0051489;GO:0010591;GO:0051563
Q14990,GO:0005813;GO:0005737;GO:0002177;GO:0005634;GO:0001520;GO:0036126;GO:0030154;GO:0007283
P41146,GO:0031410;GO:0043005;GO:0005886;GO:0004930;GO:0042923;GO:0001626;GO:0007193;GO:0019722;GO:1990708;GO:0042755;GO:0044849;GO:0106072;GO:0045776;GO:0043951;GO:0007218;GO:0007200;GO:0035810;GO:1904059;GO:0032355;GO:0007600;GO:0019233
Q96NX9,GO:0005634;GO:0005667;GO:0000981;GO:0000978;GO:0046545;GO:0006357
P47871,GO:0005768;GO:0016020;GO:0005886;GO:0004967;GO:0005085;GO:0017046;GO:0007189;GO:0007188;GO:0007166;GO:0071377;GO:0009267;GO:0006887;GO:0006091;GO:0042593;GO:0009755;GO:0010628;GO:0008217;GO:0070873;GO:0007584;GO:0042594
Q9ULB4,GO:0005912;GO:0016342;GO:0005886;GO:0045211;GO:0042734;GO:0008013;GO:0045296;GO:0005509;GO:0034332;GO:0016339;GO:0016477;GO:0000902;GO:0098609;GO:0044331;GO:0007043;GO:0007156;GO:0007416;GO:0099560
Q8TC27,GO:0009986;GO:0005886;GO:0004222;GO:0007339;GO:0007155;GO:0008584;GO:0006508
P61266,GO:0030424;GO:0005813;GO:0005737;GO:0005829;GO:0012505;GO:0016020;GO:0031594;GO:0005652;GO:0005654;GO:0005634;GO:0005886;GO:0048787;GO:0031201;GO:0005819;GO:0019901;GO:0005102;GO:0005484;GO:0000149;GO:0048791;GO:0098967;GO:0006886;GO:1905302;GO:0010977;GO:1903422;GO:2000463;GO:0001956;GO:1904050;GO:0010468;GO:0060025;GO:0010807;GO:0061669;GO:0016081;GO:0031629;GO:0048278;GO:0006904;GO:0006906
Q86VH5,GO:0031012;GO:0005615;GO:0098978;GO:0098839;GO:1902004;GO:0051965;GO:1905606
Q7Z5Q5,GO:0005654;GO:0005634;GO:0030332;GO:0003677;GO:0003887;GO:0006261;GO:0006302;GO:0000724;GO:0036297;GO:0019985
P81277,GO:0005576;GO:0005179;GO:0005184;GO:0031861;GO:0048483;GO:0042755;GO:0006112;GO:0045444;GO:0007631;GO:0007186;GO:0006629;GO:0040014;GO:0002021;GO:0009749;GO:0032868;GO:0043434;GO:0001894
Q8TC90,
Q96DX5,GO:0031466;GO:0005829;GO:0005739;GO:1990756;GO:0035556;GO:0045732;GO:0043161;GO:0016567
O75078,GO:0030424;GO:0043204;GO:0005886;GO:0042734;GO:0005178;GO:0004222;GO:0008237;GO:0061367;GO:0061368;GO:0045184;GO:0007229;GO:0033555;GO:0006508
H3BQW9,
Q5CZC0,GO:0097229;GO:0120212;GO:0097225;GO:0097228;GO:0030317;GO:0061512;GO:0007288
P35680,GO:0000785;GO:0043231;GO:0005654;GO:0005634;GO:0005667;GO:0003677;GO:0003700;GO:0000981;GO:0042802;GO:0042803;GO:0000978;GO:0001221;GO:0009952;GO:0048754;GO:0048557;GO:0031018;GO:0001714;GO:0050673;GO:0048806;GO:0061017;GO:0030902;GO:0001826;GO:0030073;GO:0001822;GO:1900200;GO:0072181;GO:0061296;GO:1900212;GO:0000122;GO:0007219;GO:0031016;GO:0045893;GO:0010628;GO:0060261;GO:0039020;GO:0048793;GO:0072095;GO:0035565;GO:0006357;GO:0030111;GO:0009749;GO:0060677
P21549,GO:0005829;GO:0043231;GO:0005782;GO:0005777;GO:0008453;GO:0016597;GO:0042802;GO:0004760;GO:0042803;GO:0030170;GO:0008483;GO:0019265;GO:0009436;GO:0046487;GO:0042853;GO:0019448;GO:0006563;GO:0007219;GO:0046724
P60606,GO:0016020
P29122,GO:0009986;GO:0062023;GO:0005783;GO:0005576;GO:0005615;GO:0005796;GO:0016020;GO:0005886;GO:0004175;GO:0008201;GO:0048406;GO:0004252;GO:0007368;GO:0009100;GO:0032902;GO:0016486;GO:0034369;GO:0016485;GO:0030510;GO:0032940;GO:0007354
Q9H2Z4,GO:0000785;GO:0005634;GO:0000981;GO:0000978;GO:0030154;GO:0006357
Q0VAA2,
Q86YV5,GO:0005737;GO:0005829;GO:0005925;GO:0005634;GO:0042802;GO:0004672;GO:0016477;GO:0010977;GO:0035025;GO:2000145;GO:0008360;GO:0008593
P10323,GO:0043159;GO:0005576;GO:0005798;GO:0005634;GO:0032991;GO:0004040;GO:0005507;GO:0005537;GO:0003677;GO:0042806;GO:0002020;GO:0004252;GO:0008236;GO:0008270;GO:0002077;GO:0007340;GO:0007190;GO:0007339;GO:0007341;GO:0048545;GO:0007338
Q8NBT0,GO:0005814;GO:0005813;GO:0036064;GO:0005737;GO:0000922;GO:0060271
P49910,GO:0005634;GO:0000981;GO:0046872;GO:0000978;GO:0006357
P49454,GO:0005930;GO:0005813;GO:0000785;GO:0000775;GO:0036064;GO:0097539;GO:0005737;GO:0005829;GO:0000776;GO:0030496;GO:0005635;GO:0016363;GO:0031965;GO:0005654;GO:0005634;GO:0000940;GO:0048471;GO:0045120;GO:0005819;GO:0000922;GO:0003682;GO:0140297;GO:0070840;GO:0008017;GO:0042803;GO:0030154;GO:0051301;GO:0007059;GO:0071897;GO:0001822;GO:0051382;GO:0051310;GO:0000278;GO:0007094;GO:0007517;GO:0045892;GO:0015031;GO:0010389;GO:0016202;GO:0009410;GO:0021591
Q93099,GO:0005829;GO:0070062;GO:0004411;GO:0042802;GO:0046872;GO:0006559;GO:0006572
Q4G0N7,
Q969W3,
Q9NVF9,GO:0005737;GO:0005829;GO:0005524;GO:0004305;GO:0001701;GO:0035264;GO:0006646;GO:0001890;GO:0009791
Q6UWX4,GO:0005576
Q9NPB6,GO:0016324;GO:0005923;GO:0005938;GO:0034451;GO:0005813;GO:0005829;GO:0005634;GO:0120157;GO:0005886;GO:0001726;GO:0070160;GO:0030742;GO:0031267;GO:0051301;GO:0045217;GO:0007098;GO:0007163;GO:0045197;GO:1904781;GO:0050714;GO:0060341;GO:0016032
Q8IVV8,GO:0005886;GO:0002028
P24298,GO:0005829;GO:0070062;GO:0004021;GO:0030170;GO:0009058;GO:0032869;GO:0042853;GO:0045722;GO:0042594
P48169,GO:0034707;GO:0032590;GO:1902711;GO:0098982;GO:0043005;GO:0005886;GO:0098794;GO:0099634;GO:0045202;GO:1902495;GO:0008503;GO:0004890;GO:0022851;GO:1904315;GO:1902476;GO:0007214;GO:1904862;GO:0060078;GO:0051932
P55084,GO:0005783;GO:0005740;GO:0016507;GO:0005743;GO:0042645;GO:0005741;GO:0005739;GO:0003857;GO:0003985;GO:0003988;GO:0050633;GO:0004300;GO:0106222;GO:0003723;GO:0071222;GO:0006635;GO:0010467
Q9BYG5,GO:0016324;GO:0005923;GO:0005938;GO:0005829;GO:0070062;GO:0005634;GO:0120157;GO:0005886;GO:0070160;GO:0007409;GO:0051301;GO:0007043;GO:0007098;GO:0007163;GO:0045197;GO:0065003;GO:0030334;GO:0060341
P0CF75,
A6NNM8,GO:0036064;GO:0005829;GO:0005874;GO:0005524;GO:0046872;GO:0106438;GO:0015631;GO:0070740;GO:0001578;GO:0036211
Q86W54,GO:0005737;GO:0005829;GO:0001673;GO:0005730;GO:0005654;GO:0005634;GO:0003677;GO:0042802;GO:0030154;GO:0007283
Q96NN9,GO:0005737;GO:0005829;GO:0005783;GO:0005743;GO:0005739;GO:0051537;GO:0046872;GO:0016651;GO:0097194
Q6ZQN7,GO:0035577;GO:0016323;GO:0070062;GO:0005886;GO:0035579;GO:0008514;GO:0015347;GO:0030154;GO:0006811;GO:0043252;GO:0007283
Q8NEM7,GO:0005634;GO:0000124;GO:0070461;GO:0003712;GO:0006914;GO:0007369;GO:0045893;GO:0006282;GO:0043484;GO:0006357
P07148,GO:0045179;GO:0005829;GO:0070062;GO:0005654;GO:0005634;GO:0005782;GO:0032991;GO:0016209;GO:0032052;GO:0003682;GO:0005504;GO:1901363;GO:0005324;GO:0070538;GO:0005543;GO:0070301;GO:0071456;GO:0015908;GO:0050892;GO:0043066;GO:2000117;GO:0032000;GO:0033552
A0A087WWA1,GO:0019221
Q9Y4P3,GO:0005783;GO:0005789;GO:0051219;GO:0019901;GO:0003723;GO:0031369;GO:0042149;GO:0071456;GO:0030968
P13942,GO:0005581;GO:0005592;GO:0062023;GO:0005788;GO:0005576;GO:0005615;GO:0030020;GO:0008201;GO:0046872;GO:0030674;GO:0051216;GO:0030199;GO:0060021;GO:0007605;GO:0001501;GO:0060023
P56597,GO:0097729;GO:0005929;GO:0005576;GO:0001534;GO:0036126;GO:0008408;GO:0004550;GO:0060271;GO:0003341;GO:0006241;GO:0003351;GO:0051649;GO:0006183;GO:1902176;GO:0009116;GO:0007286;GO:0007283;GO:0006228;GO:0021591
A6NLE4,GO:0005886
Q96F85,GO:0005737;GO:0005886;GO:0031718;GO:2000272;GO:0010469
O14829,GO:0005829;GO:0005634;GO:0005509;GO:0033192;GO:0140791;GO:0005506;GO:0030145;GO:1990439;GO:0017018;GO:0004722;GO:0180006;GO:0180007;GO:0180008;GO:0180005;GO:0180004;GO:0050906;GO:0006470
Q9UMR3,GO:0000785;GO:0005737;GO:0005634;GO:0001228;GO:0000981;GO:0000978;GO:0000977;GO:0061629;GO:1990837;GO:0003180;GO:0060413;GO:0036302;GO:0003171;GO:0008015;GO:0001569;GO:0003207;GO:0055008;GO:0003215;GO:0003279;GO:0001708;GO:0008283;GO:0009953;GO:0036306;GO:0003143;GO:0003272;GO:0003203;GO:0001706;GO:0035922;GO:0001947;GO:0048370;GO:0014031;GO:0097475;GO:0006936;GO:0045892;GO:0060392;GO:0000122;GO:0003148;GO:0003344;GO:0043065;GO:0030513;GO:0060045;GO:0090068;GO:0010718;GO:0003193;GO:0060577;GO:0006357;GO:0003175;GO:0001570;GO:0021524
Q9P242,GO:0048812;GO:0043491
Q9P127,GO:0005737;GO:0005634;GO:0003723;GO:0051028
Q9NS66,GO:0005886;GO:0004930;GO:0004968;GO:2001223;GO:0007165
Q8NC96,GO:0030125;GO:0005905;GO:0005829;GO:0005886;GO:0006897;GO:0015031;GO:0016192
Q96MH2,GO:0005737;GO:0005829;GO:0016607;GO:0005654;GO:0005634;GO:0097322;GO:0004861;GO:0042802;GO:0017069;GO:0045736;GO:0045892;GO:0000122
Q9H9S3,GO:0005784;GO:0008320;GO:0043022;GO:0005048;GO:0031204;GO:0006616
O00144,GO:0009986;GO:0005737;GO:0005789;GO:0031527;GO:0098978;GO:0005794;GO:0016020;GO:0031966;GO:0048471;GO:0005886;GO:0098794;GO:0004930;GO:0046982;GO:0042803;GO:0042813;GO:0017147;GO:0030183;GO:1990523;GO:0060070;GO:0007611;GO:0051902;GO:1901029;GO:0060546;GO:0043524;GO:1904394;GO:0007399;GO:0007405;GO:0035567;GO:0001503;GO:0043065;GO:0030501;GO:0090263;GO:2000179;GO:0099173;GO:0051726;GO:0051480;GO:0099566;GO:1904393;GO:0001836
A6NDB9,GO:0005737;GO:0005886;GO:0005524;GO:0001960;GO:0008360;GO:0032496;GO:0008063
Q6ZMV5,GO:0005654;GO:0030289;GO:0072542;GO:0006974;GO:2000779
P22309,GO:0070069;GO:0005783;GO:0034663;GO:0005789;GO:0048471;GO:0005886;GO:0019899;GO:0004857;GO:0015020;GO:0046982;GO:0042803;GO:0001972;GO:0005496;GO:0006953;GO:0031100;GO:0006789;GO:0070980;GO:0052695;GO:0071392;GO:0071361;GO:0071385;GO:0008210;GO:0051552;GO:0052696;GO:0001889;GO:2001030;GO:0045922;GO:0045939;GO:0032496;GO:0007584;GO:0042594;GO:0042573;GO:0008202;GO:0052697;GO:0006805
P00797,GO:0045177;GO:0005576;GO:0005615;GO:0005886;GO:0004190;GO:0005159;GO:0008233;GO:0005102;GO:0050435;GO:0002003;GO:0048469;GO:0071466;GO:0042756;GO:0009755;GO:0072051;GO:0001822;GO:0008584;GO:0001823;GO:0006508;GO:0008217;GO:0043408;GO:0002018;GO:0051591;GO:0070305;GO:0035902;GO:0032496
O95279,GO:0034702;GO:0005886;GO:0046872;GO:0015271;GO:0005267;GO:0022841;GO:0046982;GO:0097623;GO:1990573;GO:0071805;GO:0006813;GO:0060075
Q96L96,GO:0005634;GO:0004676;GO:0004679;GO:0005524;GO:0004677;GO:0004694;GO:0044024;GO:0072371;GO:1990244;GO:0035979;GO:0044025;GO:0140823;GO:0035175;GO:0044022;GO:0140855;GO:0035402;GO:0072354;GO:0140857;GO:0035403;GO:0044023;GO:0106310;GO:0072518;GO:0004711;GO:0055013;GO:0007507
Q9BST9,GO:0005826;GO:0005829;GO:0005525;GO:0005095;GO:0031267;GO:0000915;GO:0006915;GO:0000281;GO:0042981;GO:0007266;GO:0031106;GO:0007165
Q6IEE7,GO:0044297;GO:0016020;GO:0035677
Q9UNW9,GO:0005737;GO:0005634;GO:0003729;GO:0003723;GO:1990825;GO:0021954;GO:0000398;GO:0120163;GO:0030182;GO:0000381;GO:1902667;GO:0051252
Q9BV57,GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0010308;GO:0010309;GO:0005506;GO:0016151;GO:0016491;GO:0019509;GO:0006555
Q17RD7,GO:0042802;GO:0005543
P55285,GO:0005912;GO:0016342;GO:0030054;GO:0098978;GO:0005654;GO:0005886;GO:0008013;GO:0045296;GO:0005509;GO:0034332;GO:0016339;GO:0007155;GO:0016477;GO:0000902;GO:0044331;GO:0007043;GO:0007156;GO:0007219;GO:0099560
Q99689,GO:0030424;GO:0005813;GO:0005737;GO:0030425;GO:0005794;GO:0030426;GO:0005874;GO:0043025;GO:0005886;GO:0043015;GO:0005080;GO:0007411;GO:0007155;GO:0071363;GO:0030010;GO:0051654;GO:0021766;GO:0007005;GO:1902902;GO:0007399;GO:0061881;GO:0010976
Q8N1A0,GO:0005882;GO:0005198
Q13449,GO:0005829;GO:0005576;GO:0005886;GO:0098552;GO:0007155;GO:0035641;GO:0007399
Q6TCH7,GO:0005794;GO:0000139;GO:0043495;GO:0038023;GO:1990756;GO:0043407;GO:0010977;GO:0033137;GO:0035359;GO:0001933;GO:0045542;GO:0032436;GO:2000640;GO:0034067
P34897,GO:0070552;GO:0005737;GO:0070062;GO:0015630;GO:0005743;GO:0005759;GO:0042645;GO:0005739;GO:0005634;GO:0016597;GO:0003682;GO:0004372;GO:0042802;GO:0008732;GO:0030170;GO:0019264;GO:0006544;GO:0006564;GO:0006563;GO:0006730;GO:0008284;GO:0051289;GO:0070536;GO:0051262;GO:1903715;GO:0070129;GO:0002082;GO:0034340;GO:0035999;GO:0046653
